ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,ADDRESSLINE1,CITY,COUNTRY,TERRITORY,DEALSIZE,ORDERLINENUMBER,CONTACTFULLNAME,ORDERNUMBER,QUANTITYORDERED,MSRP,PRICEEACH,ProfitPerUnit,TotalProfit,MarginPerUnit,TotalMargin,CurrentSales,PotentialSales,SalesDifference,Gain-Loss
2005-03-04,Shipped,Quarter1,March,2005,Classic Cars,S18_3278,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,9,Valarie Nelson,10390,40,80,100.0,20.0,800.0,25.0,1000.0,4000.0,3200,800.0,Gain
2003-01-29,Shipped,Quarter1,January,2003,Vintage Cars,S18_3320,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,EMEA,Medium,16,Jonas Bergulfsen,10103,46,99,100.0,1.0,46.0,1.0101010101010102,46.46464646464647,4600.0,4554,46.0,Gain
2003-03-25,Shipped,Quarter1,March,2003,Vintage Cars,S18_3320,Mini Wheels Co.,5557 North Pendale Street,San Francisco,USA,NA,Medium,4,Julie Murphy,10111,39,99,100.0,1.0,39.0,1.0101010101010102,39.3939393939394,3900.0,3861,39.0,Gain
2003-05-28,Shipped,Quarter2,May,2003,Vintage Cars,S18_3320,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,EMEA,Medium,16,Mart¡n Sommer,10126,38,99,82.34,-16.659999999999997,-633.0799999999999,-16.828282828282827,-639.4747474747475,3128.92,3762,-633.0799999999999,Loss
2003-07-16,Shipped,Quarter3,July,2003,Vintage Cars,S18_3320,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC,Medium,5,Adrian Huxley,10139,30,99,100.0,1.0,30.0,1.0101010101010102,30.303030303030305,3000.0,2970,30.0,Gain
2003-09-12,Shipped,Quarter3,September,2003,Vintage Cars,S18_3320,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,NA,Medium,2,Sue Taylor,10149,42,99,94.25,-4.75,-199.5,-4.797979797979798,-201.5151515151515,3958.5,4158,-199.5,Loss
2003-10-20,Shipped,Quarter4,October,2003,Vintage Cars,S18_3320,Classic Legends Inc.,5905 Pompton St.,NYC,USA,NA,Medium,6,Maria Hernandez,10163,43,99,100.0,1.0,43.0,1.0101010101010102,43.43434343434344,4300.0,4257,43.0,Gain
2003-11-05,Shipped,Quarter4,November,2003,Vintage Cars,S18_3320,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,EMEA,Small,4,Giovanni Rovelli,10173,29,99,95.24,-3.760000000000005,-109.04000000000015,-3.797979797979803,-110.14141414141429,2761.96,2871,-109.03999999999996,Loss
2003-11-12,Shipped,Quarter4,November,2003,Vintage Cars,S18_3320,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Small,1,Valarie Nelson,10182,33,99,86.31,-12.689999999999998,-418.7699999999999,-12.818181818181815,-422.9999999999999,2848.23,3267,-418.77,Loss
2003-11-21,Shipped,Quarter4,November,2003,Vintage Cars,S18_3320,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,APAC,Small,5,Sean Connery,10193,32,99,79.37,-19.629999999999995,-628.1599999999999,-19.828282828282823,-634.5050505050503,2539.84,3168,-628.1599999999999,Loss
2003-12-05,Shipped,Quarter4,December,2003,Vintage Cars,S18_3320,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,NA,Small,11,Yoshi Tannamuri,10206,28,99,87.3,-11.700000000000003,-327.6000000000001,-11.81818181818182,-330.909090909091,2444.4,2772,-327.5999999999999,Loss
2004-01-29,Shipped,Quarter1,January,2004,Vintage Cars,S18_3320,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,NA,Medium,8,Steve Thompson,10215,41,99,100.0,1.0,41.0,1.0101010101010102,41.41414141414142,4100.0,4059,41.0,Gain
2004-03-02,Shipped,Quarter1,March,2004,Vintage Cars,S18_3320,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,EMEA,Medium,1,Mary Saveley,10227,33,99,100.0,1.0,33.0,1.0101010101010102,33.333333333333336,3300.0,3267,33.0,Gain
2004-04-29,Shipped,Quarter2,April,2004,Vintage Cars,S18_3320,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,5,Diego Freyre,10244,36,99,84.33,-14.670000000000002,-528.1200000000001,-14.81818181818182,-533.4545454545455,3035.88,3564,-528.1199999999999,Loss
2004-06-14,Shipped,Quarter2,June,2004,Vintage Cars,S18_3320,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,NA,Small,5,Sue Frick,10257,26,99,89.29,-9.709999999999994,-252.45999999999984,-9.808080808080803,-255.01010101010087,2321.54,2574,-252.46000000000004,Loss
2004-08-17,Shipped,Quarter3,August,2004,Vintage Cars,S18_3320,Amica Models & Co.,Via Monte Bianco 34,Torino,Italy,EMEA,Medium,7,Paolo Accorti,10280,34,99,100.0,1.0,34.0,1.0101010101010102,34.343434343434346,3400.0,3366,34.0,Gain
2004-09-07,Shipped,Quarter3,September,2004,Vintage Cars,S18_3320,Auto-Moto Classics Inc.,16780 Pompton St.,Brickhaven,USA,NA,Small,2,Leslie Taylor,10290,26,99,96.23,-2.769999999999996,-72.0199999999999,-2.797979797979794,-72.74747474747464,2501.98,2574,-72.01999999999998,Loss
2004-10-11,Shipped,Quarter4,October,2004,Vintage Cars,S18_3320,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,EMEA,Medium,11,Daniel Tonini,10304,38,99,100.0,1.0,38.0,1.0101010101010102,38.38383838383839,3800.0,3762,38.0,Gain
2004-10-21,Shipped,Quarter4,October,2004,Vintage Cars,S18_3320,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,8,Valarie Nelson,10312,33,99,100.0,1.0,33.0,1.0101010101010102,33.333333333333336,3300.0,3267,33.0,Gain
2004-11-05,Shipped,Quarter4,November,2004,Vintage Cars,S18_3320,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,EMEA,Medium,2,Roland Keitel,10323,33,99,91.27,-7.730000000000004,-255.09000000000015,-7.808080808080812,-257.6666666666668,3011.91,3267,-255.09000000000015,Loss
2004-11-18,Shipped,Quarter4,November,2004,Vintage Cars,S18_3320,Mini Wheels Co.,5557 North Pendale Street,San Francisco,USA,NA,Large,2,Julie Murphy,10333,46,99,100.0,1.0,46.0,1.0101010101010102,46.46464646464647,4600.0,4554,46.0,Gain
2004-11-29,Shipped,Quarter4,November,2004,Vintage Cars,S18_3320,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,APAC,Small,12,Peter Ferguson,10347,26,99,100.0,1.0,26.0,1.0101010101010102,26.262626262626263,2600.0,2574,26.0,Gain
2004-12-10,Shipped,Quarter4,December,2004,Vintage Cars,S18_3320,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Small,3,Valarie Nelson,10357,25,99,100.0,1.0,25.0,1.0101010101010102,25.252525252525253,2500.0,2475,25.0,Gain
2005-01-20,Shipped,Quarter1,January,2005,Vintage Cars,S18_3320,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,NA,Medium,4,Allen Nelson,10369,45,99,73.08,-25.92,-1166.4,-26.181818181818183,-1178.1818181818182,3288.6,4455,-1166.4,Loss
2005-02-17,Shipped,Quarter1,February,2005,Vintage Cars,S18_3320,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Large,7,Valarie Nelson,10382,50,99,100.0,1.0,50.0,1.0101010101010102,50.505050505050505,5000.0,4950,50.0,Gain
2005-03-10,Shipped,Quarter1,March,2005,Vintage Cars,S18_3320,Mini Auto Werke,Kirchgasse 6,Graz,Austria,EMEA,Medium,1,Roland Mendel,10392,36,99,100.0,1.0,36.0,1.0101010101010102,36.36363636363637,3600.0,3564,36.0,Gain
2005-05-30,In Process,Quarter2,May,2005,Vintage Cars,S18_3320,Petit Auto,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA,Small,5,Catherine Dewey,10423,21,99,89.29,-9.709999999999994,-203.90999999999985,-9.808080808080803,-205.96969696969686,1875.0900000000001,2079,-203.90999999999985,Loss
2003-03-03,Shipped,Quarter1,March,2003,Classic Cars,S18_3482,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Japan,Medium,8,Arnold Cruz,10108,29,146,100.0,-46.0,-1334.0,-31.506849315068493,-913.6986301369863,2900.0,4234,-1334.0,Loss
2003-05-08,Shipped,Quarter2,May,2003,Classic Cars,S18_3482,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,EMEA,Small,12,Laurence Lebihan,10122,21,146,100.0,-46.0,-966.0,-31.506849315068493,-661.6438356164383,2100.0,3066,-966.0,Loss
2003-07-02,Shipped,Quarter3,July,2003,Classic Cars,S18_3482,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Medium,9,Valarie Nelson,10135,42,146,100.0,-46.0,-1932.0,-31.506849315068493,-1323.2876712328766,4200.0,6132,-1932.0,Loss
2003-09-05,Shipped,Quarter3,September,2003,Classic Cars,S18_3482,Collectables For Less Inc.,7825 Douglas Av.,Brickhaven,USA,NA,Medium,9,Allen Nelson,10147,37,146,100.0,-46.0,-1702.0,-31.506849315068493,-1165.7534246575342,3700.0,5402,-1702.0,Loss
2003-10-10,Shipped,Quarter4,October,2003,Classic Cars,S18_3482,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA,NA,Medium,4,Julie Brown,10159,25,146,100.0,-46.0,-1150.0,-31.506849315068493,-787.6712328767123,2500.0,3650,-1150.0,Loss
2003-11-04,Shipped,Quarter4,November,2003,Classic Cars,S18_3482,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,APAC,Medium,4,Anna O'Hara,10169,36,146,100.0,-46.0,-1656.0,-31.506849315068493,-1134.2465753424658,3600.0,5256,-1656.0,Loss
2003-11-12,Shipped,Quarter4,November,2003,Classic Cars,S18_3482,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,EMEA,Medium,16,Veysel Oeztan,10181,22,146,100.0,-46.0,-1012.0,-31.506849315068493,-693.1506849315068,2200.0,3212,-1012.0,Loss
2003-11-20,Shipped,Quarter4,November,2003,Classic Cars,S18_3482,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,EMEA,Medium,5,Henriette Pfalzheim,10191,23,146,100.0,-46.0,-1058.0,-31.506849315068493,-724.6575342465753,2300.0,3358,-1058.0,Loss
2003-12-02,Shipped,Quarter4,December,2003,Classic Cars,S18_3482,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,10,Diego Freyre,10203,32,146,100.0,-46.0,-1472.0,-31.506849315068493,-1008.2191780821918,3200.0,4672,-1472.0,Loss
2004-01-15,Shipped,Quarter1,January,2004,Classic Cars,S18_3482,Auto Canal Petit,"25, rue Lauriston",Paris,France,EMEA,Medium,4,Dominique Perrier,10211,28,146,100.0,-46.0,-1288.0,-31.506849315068493,-882.1917808219177,2800.0,4088,-1288.0,Loss
2004-02-22,Shipped,Quarter1,February,2004,Classic Cars,S18_3482,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,EMEA,Medium,11,Michael Holz,10225,27,146,100.0,-46.0,-1242.0,-31.506849315068493,-850.6849315068494,2700.0,3942,-1242.0,Loss
2004-04-09,Shipped,Quarter2,April,2004,Classic Cars,S18_3482,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,EMEA,Medium,5,Jytte Petersen,10238,49,146,100.0,-46.0,-2254.0,-31.506849315068493,-1543.835616438356,4900.0,7154,-2254.0,Loss
2004-05-26,Shipped,Quarter2,May,2004,Classic Cars,S18_3482,Auto Canal Petit,"25, rue Lauriston",Paris,France,EMEA,Medium,1,Dominique Perrier,10252,41,146,100.0,-46.0,-1886.0,-31.506849315068493,-1291.7808219178082,4100.0,5986,-1886.0,Loss
2004-07-02,Shipped,Quarter3,July,2004,Classic Cars,S18_3482,"Australian Collectables, Ltd",7 Allen Street,Glen Waverly,Australia,APAC,Large,1,Sean Connery,10265,49,146,100.0,-46.0,-2254.0,-31.506849315068493,-1543.835616438356,4900.0,7154,-2254.0,Loss
2004-08-02,Shipped,Quarter3,August,2004,Classic Cars,S18_3482,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,NA,Medium,5,Miguel Barajas,10276,30,146,100.0,-46.0,-1380.0,-31.506849315068493,-945.2054794520548,3000.0,4380,-1380.0,Loss
2004-08-30,Shipped,Quarter3,August,2004,Classic Cars,S18_3482,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,EMEA,Medium,14,Michael Holz,10287,40,146,100.0,-46.0,-1840.0,-31.506849315068493,-1260.2739726027398,4000.0,5840,-1840.0,Loss
2003-10-04,Shipped,Quarter4,October,2003,Classic Cars,S18_3482,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,EMEA,Medium,7,Roland Keitel,10300,23,146,100.0,-46.0,-1058.0,-31.506849315068493,-724.6575342465753,2300.0,3358,-1058.0,Loss
2004-10-16,Shipped,Quarter4,October,2004,Classic Cars,S18_3482,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,EMEA,Medium,12,Henriette Pfalzheim,10310,49,146,100.0,-46.0,-2254.0,-31.506849315068493,-1543.835616438356,4900.0,7154,-2254.0,Loss
2004-11-03,Shipped,Quarter4,November,2004,Classic Cars,S18_3482,"Volvo Model Replicas, Co",Berguvsvgen  8,Lule,Sweden,EMEA,Medium,5,Christina Berglund,10320,25,146,100.0,-46.0,-1150.0,-31.506849315068493,-787.6712328767123,2500.0,3650,-1150.0,Loss
2004-11-16,Shipped,Quarter4,November,2004,Classic Cars,S18_3482,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Japan,Medium,3,Arnold Cruz,10330,37,146,100.0,-46.0,-1702.0,-31.506849315068493,-1165.7534246575342,3700.0,5402,-1702.0,Loss
2004-11-24,Shipped,Quarter4,November,2004,Classic Cars,S18_3482,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,APAC,Medium,7,Peter Ferguson,10342,55,146,100.0,-46.0,-2530.0,-31.506849315068493,-1732.876712328767,5500.0,8030,-2530.0,Loss
2004-12-07,Shipped,Quarter4,December,2004,Classic Cars,S18_3482,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,7,Diego Freyre,10355,23,146,100.0,-46.0,-1058.0,-31.506849315068493,-724.6575342465753,2300.0,3358,-1058.0,Loss
2005-01-06,Shipped,Quarter1,January,2005,Classic Cars,S18_3482,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA,Medium,11,Kalle Suominen,10363,24,146,100.0,-46.0,-1104.0,-31.506849315068493,-756.1643835616438,2400.0,3504,-1104.0,Loss
2005-02-10,Shipped,Quarter1,February,2005,Classic Cars,S18_3482,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,10,Diego Freyre,10378,43,146,96.49,-49.510000000000005,-2128.9300000000003,-33.91095890410959,-1458.1712328767123,4149.07,6278,-2128.9300000000003,Loss
2005-03-04,Shipped,Quarter1,March,2005,Classic Cars,S18_3482,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Large,1,Valarie Nelson,10390,50,146,100.0,-46.0,-2300.0,-31.506849315068493,-1575.3424657534247,5000.0,7300,-2300.0,Loss
2003-03-10,Shipped,Quarter1,March,2003,Classic Cars,S18_3685,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,NA,Medium,2,Rosa Hernandez,10109,47,141,100.0,-41.0,-1927.0,-29.078014184397162,-1366.6666666666665,4700.0,6627,-1927.0,Loss
2003-05-20,Shipped,Quarter2,May,2003,Classic Cars,S18_3685,Atelier graphique,"54, rue Royale",Nantes,France,EMEA,Medium,4,Carine Schmitt,10123,34,141,100.0,-41.0,-1394.0,-29.078014184397162,-988.6524822695035,3400.0,4794,-1394.0,Loss
2003-07-10,Shipped,Quarter3,July,2003,Classic Cars,S18_3685,Reims Collectables,59 rue de l'Abbaye,Reims,France,EMEA,Medium,4,Paul Henriot,10137,31,141,100.0,-41.0,-1271.0,-29.078014184397162,-901.418439716312,3100.0,4371,-1271.0,Loss
2003-09-11,Shipped,Quarter3,September,2003,Classic Cars,S18_3685,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,APAC,Medium,11,Anna O'Hara,10148,28,141,100.0,-41.0,-1148.0,-29.078014184397162,-814.1843971631206,2800.0,3948,-1148.0,Loss
2003-10-17,Shipped,Quarter4,October,2003,Classic Cars,S18_3685,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,EMEA,Medium,10,Palle Ibsen,10161,36,141,100.0,-41.0,-1476.0,-29.078014184397162,-1046.8085106382978,3600.0,5076,-1476.0,Loss
2003-11-05,Shipped,Quarter4,November,2003,Classic Cars,S18_3685,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,NA,Medium,8,Julie King,10172,48,141,100.0,-41.0,-1968.0,-29.078014184397162,-1395.7446808510638,4800.0,6768,-1968.0,Loss
2003-11-12,Shipped,Quarter4,November,2003,Classic Cars,S18_3685,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,EMEA,Medium,4,Veysel Oeztan,10181,39,141,100.0,-41.0,-1599.0,-29.078014184397162,-1134.0425531914893,3900.0,5499,-1599.0,Loss
2003-11-20,Shipped,Quarter4,November,2003,Classic Cars,S18_3685,Online Diecast Creations Co.,2304 Long Airport Avenue,Nashua,USA,NA,Medium,9,Valarie Young,10192,45,141,100.0,-41.0,-1845.0,-29.078014184397162,-1308.5106382978722,4500.0,6345,-1845.0,Loss
2003-12-02,Shipped,Quarter4,December,2003,Classic Cars,S18_3685,Muscle Machine Inc,4092 Furth Circle,NYC,USA,NA,Medium,15,Jeff Young,10204,35,141,100.0,-41.0,-1435.0,-29.078014184397162,-1017.7304964539006,3500.0,4935,-1435.0,Loss
2004-01-16,Shipped,Quarter1,January,2004,Classic Cars,S18_3685,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,8,Diego Freyre,10212,45,141,100.0,-41.0,-1845.0,-29.078014184397162,-1308.5106382978722,4500.0,6345,-1845.0,Loss
2004-02-26,Shipped,Quarter1,February,2004,Classic Cars,S18_3685,Collectable Mini Designs Co.,361 Furth Circle,San Diego,USA,NA,Large,6,Valarie Thompson,10226,46,141,100.0,-41.0,-1886.0,-29.078014184397162,-1337.5886524822695,4600.0,6486,-1886.0,Loss
2004-04-13,Shipped,Quarter2,April,2004,Classic Cars,S18_3685,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Japan,Medium,1,Mory Kentary,10240,37,141,100.0,-41.0,-1517.0,-29.078014184397162,-1075.886524822695,3700.0,5217,-1517.0,Loss
2004-06-01,Cancelled,Quarter2,June,2004,Classic Cars,S18_3685,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,EMEA,Medium,3,Elizabeth Devon,10253,31,141,100.0,-41.0,-1271.0,-29.078014184397162,-901.418439716312,3100.0,4371,-1271.0,Loss
2004-07-06,Shipped,Quarter3,July,2004,Classic Cars,S18_3685,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,EMEA,Medium,4,Maurizio Moroni,10266,33,141,100.0,-41.0,-1353.0,-29.078014184397162,-959.5744680851063,3300.0,4653,-1353.0,Loss
2004-08-06,Shipped,Quarter3,August,2004,Classic Cars,S18_3685,Signal Gift Stores,8489 Strong St.,Las Vegas,USA,NA,Medium,4,Sue King,10278,31,141,100.0,-41.0,-1271.0,-29.078014184397162,-901.418439716312,3100.0,4371,-1271.0,Loss
2004-08-30,Shipped,Quarter3,August,2004,Classic Cars,S18_3685,"Vida Sport, Ltd",Grenzacherweg 237,Gensve,Switzerland,EMEA,Medium,2,Michael Holz,10287,27,141,100.0,-41.0,-1107.0,-29.078014184397162,-785.1063829787233,2700.0,3807,-1107.0,Loss
2003-10-05,Shipped,Quarter4,October,2003,Classic Cars,S18_3685,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,EMEA,Medium,6,Jan Klaeboe,10301,39,141,100.0,-41.0,-1599.0,-29.078014184397162,-1134.0425531914893,3900.0,5499,-1599.0,Loss
2004-10-16,Shipped,Quarter4,October,2004,Classic Cars,S18_3685,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Medium,11,Diego Freyre,10311,32,141,100.0,-41.0,-1312.0,-29.078014184397162,-930.4964539007092,3200.0,4512,-1312.0,Loss
2004-11-04,Shipped,Quarter4,November,2004,Classic Cars,S18_3685,FunGiftIdeas.com,1785 First Street,New Bedford,USA,NA,Medium,8,Violeta Benitez,10321,28,141,100.0,-41.0,-1148.0,-29.078014184397162,-814.1843971631206,2800.0,3948,-1148.0,Loss
2004-11-17,Shipped,Quarter4,November,2004,Classic Cars,S18_3685,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,NA,Small,12,Rosa Hernandez,10331,26,141,67.91,-73.09,-1900.3400000000001,-51.836879432624116,-1347.758865248227,1765.6599999999999,3666,-1900.3400000000001,Loss
2004-11-24,Shipped,Quarter4,November,2004,Classic Cars,S18_3685,Reims Collectables,59 rue de l'Abbaye,Reims,France,EMEA,Medium,2,Paul Henriot,10343,44,141,84.88,-56.120000000000005,-2469.28,-39.801418439716315,-1751.2624113475179,3734.72,6204,-2469.28,Loss
2005-01-12,Resolved,Quarter1,January,2005,Classic Cars,S18_3685,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,NA,Medium,6,Julie Young,10367,46,141,100.0,-41.0,-1886.0,-29.078014184397162,-1337.5886524822695,4600.0,6486,-1886.0,Loss
2005-02-10,Shipped,Quarter1,February,2005,Classic Cars,S18_3685,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,EMEA,Small,4,Diego Freyre,10379,32,141,70.83,-70.17,-2245.44,-49.765957446808514,-1592.5106382978724,2266.56,4512,-2245.44,Loss
2005-04-15,Disputed,Quarter2,April,2005,Classic Cars,S18_3685,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,EMEA,Large,1,Jytte Petersen,10406,65,141,100.0,-41.0,-2665.0,-29.078014184397162,-1890.0709219858156,6500.0,9165,-2665.0,Loss
2005-05-17,Shipped,Quarter2,May,2005,Classic Cars,S18_3685,Salzburg Collectables,Geislweg 14,Salzburg,Austria,EMEA,Medium,3,Georg Pipps,10419,43,141,100.0,-41.0,-1763.0,-29.078014184397162,-1250.354609929078,4300.0,6063,-1763.0,Loss
2003-03-03,Shipped,Quarter1,March,2003,Motorcycles,S18_3782,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Japan,Small,12,Arnold Cruz,10108,43,62,67.77,5.769999999999996,248.10999999999984,9.306451612903219,400.17741935483843,2914.1099999999997,2666,248.10999999999967,Gain
2003-05-08,Shipped,Quarter2,May,2003,Motorcycles,S18_3782,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,EMEA,Small,16,Laurence Lebihan,10122,35,62,49.74,-12.259999999999998,-429.0999999999999,-19.774193548387093,-692.0967741935482,1740.9,2170,-429.0999999999999,Loss
2003-07-02,Shipped,Quarter3,July,2003,Motorcycles,S18_3782,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,NA,Small,13,Valarie Nelson,10135,45,62,50.36,-11.64,-523.8000000000001,-18.774193548387096,-844.8387096774193,2266.2,2790,-523.8000000000002,Loss
2003-09-03,Shipped,Quarter3,September,2003,Motorcycles,S18_3782,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,NA,Medium,2,Dan Lewis,10146,47,62,67.14,5.140000000000001,241.58000000000004,8.290322580645162,389.6451612903226,3155.58,2914,241.57999999999993,Gain
2003-10-10,Shipped,Quarter4,October,2003,Motorcycles,S18_3782,Corporate Gift Ideas Co.,7734 Strong St.,San Francisco,USA,NA,Small,8,Julie Brown,10159,21,62,64.66,2.6599999999999966,55.85999999999993,4.290322580645156,90.09677419354827,1357.86,1302,55.8599999999999,Gain
2003-11-04,Shipped,Quarter4,November,2003,Motorcycles,S18_3782,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,APAC,Small,8,Anna O'Hara,10169,38,62,68.39,6.390000000000001,242.82000000000002,10.306451612903226,391.64516129032256,2598.82,2356,242.82000000000016,Gain
2003-11-11,Shipped,Quarter4,November,2003,Motorcycles,S18_3782,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,EMEA,Small,3,Martine Rance,10180,21,62,50.36,-11.64,-244.44,-18.774193548387096,-394.258064516129,1057.56,1302,-244.44000000000005,Loss
2003-11-20,Shipped,Quarter4,November,2003,Motorcycles,S18_3782,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,EMEA,Medium,9,Henriette Pfalzheim,10191,43,62,72.74,10.739999999999995,461.81999999999977,17.32258064516128,744.8709677419351,3127.8199999999997,2666,461.8199999999997,Gain
2004-01-15,Shipped,Quarter1,January,2004,Motorcycles,S18_3782,Auto Canal Petit,"25, rue Lauriston",Paris,France,EMEA,Small,8,Dominique Perrier,10211,46,62,54.09,-7.909999999999997,-363.85999999999984,-12.758064516129028,-586.8709677419353,2488.1400000000003,2852,-363.8599999999997,Loss
2004-02-21,Shipped,Quarter1,February,2004,Motorcycles,S18_3782,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,EMEA,Small,1,Martine Rance,10224,38,62,58.44,-3.5600000000000023,-135.2800000000001,-5.7419354838709715,-218.1935483870969,2220.72,2356,-135.2800000000002,Loss
2004-04-05,Shipped,Quarter2,April,2004,Motorcycles,S18_3782,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,NA,Small,1,Michael Frick,10237,26,62,52.22,-9.780000000000001,-254.28000000000003,-15.7741935483871,-410.12903225806457,1357.72,1612,-254.27999999999997,Loss
2004-05-26,Shipped,Quarter2,May,2004,Motorcycles,S18_3782,Auto Canal Petit,"25, rue Lauriston",Paris,France,EMEA,Small,5,Dominique Perrier,10252,31,62,52.84,-9.159999999999997,-283.9599999999999,-14.77419354838709,-457.99999999999983,1638.0400000000002,1922,-283.9599999999998,Loss
2004-06-30,Shipped,Quarter2,June,2004,Motorcycles,S18_3782,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,NA,Small,3,Juri Yoshido,10264,48,62,54.71,-7.289999999999999,-349.91999999999996,-11.758064516129032,-564.3870967741935,2626.08,2976,-349.9200000000001,Loss
2004-08-02,Shipped,Quarter3,August,2004,Motorcycles,S18_3782,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,NA,Small,9,Miguel Barajas,10276,33,62,50.36,-11.64,-384.12,-18.774193548387096,-619.5483870967741,1661.8799999999999,2046,-384.1200000000001,Loss
2004-08-28,Shipped,Quarter3,August,2004,Motorcycles,S18_3782,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,EMEA,Small,1,Marie Bertrand,10286,38,62,57.2,-4.799999999999997,-182.3999999999999,-7.741935483870963,-294.1935483870966,2173.6,2356,-182.4000000000001,Loss
